strategy,chunk_id,parent_document_id,file_name,doc_type,page_number,char_count,word_count,text_preview
small_recursive,doc_00055_chunk_004,doc_00055,nist.sp.800-61r2.pdf,pdf,21.0,450,71,"address space, incident handlers may want to talk to the designated security contacts for the organization to alert them to the activity or to ask them to collect evidence. It is highly recommended to"
small_recursive,doc_00055_chunk_005,doc_00055,nist.sp.800-61r2.pdf,pdf,21.0,443,63,"known false positives for certain intrusion detection signatures, where minimal information regarding the incident may need to be revealed. More information may need to be provided in some cases—for e"
small_recursive,doc_00055_chunk_006,doc_00055,nist.sp.800-61r2.pdf,pdf,21.0,448,59,organizations understand the current threat environment.  Other Incident Response Teams. An organization may experience an incident that is similar to ones handled by other teams; proactively sharing
small_recursive,doc_00055_chunk_007,doc_00055,nist.sp.800-61r2.pdf,pdf,21.0,418,58,"Government Forum of Incident Response and Security Teams (GFIRST)12, and the Anti-Phishing Working Group (APWG)13 are not incident response teams, but they promote information sharing among incident r"
small_recursive,doc_00055_chunk_008,doc_00055,nist.sp.800-61r2.pdf,pdf,21.0,322,31,9 http://www.us-cert.gov/federal/reportingRequirements.html 10 See the National Council of ISACs website at http://www.isaccouncil.org/ for a list of ISACs. 11 http://www.first.org/ 12 GFIRST is speci
small_recursive,doc_00056_chunk_000,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,460,71,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 13 it. Another way in which external parties may be affected is if an attacker gains access to sensitive information regarding them, such as credit card infor"
small_recursive,doc_00056_chunk_001,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,212,29,other external organizations do so. Handlers should be careful to give out only appropriate information—the affected parties may request details about internal investigations that should not be reveal
small_recursive,doc_00056_chunk_002,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,488,64,"OMB Memorandum M-07-16, Safeguarding Against and Responding to the Breach of Personally Identifiable Information, requires Federal agencies to develop and implement a breach notification policy for pe"
small_recursive,doc_00056_chunk_003,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,424,64,"for PII breach notification policies are presented in OMB Memorandum M-07-16. Also, the National Conference of State Legislatures has a list of state security breach notification laws.15 2.4 Incident "
small_recursive,doc_00056_chunk_004,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,492,68,"incident and availability of personnel, will then handle the incident. The incident handlers analyze the incident data, determine the impact of the incident, and act appropriately to limit the damage "
small_recursive,doc_00056_chunk_005,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,417,58,"response team models, and provides advice on selecting an appropriate model. 2.4.1 Team Models Possible structures for an incident response team include the following:  Central Incident Response Team"
small_recursive,doc_00056_chunk_006,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,451,64,"geographic diversity in terms of computing resources.  Distributed Incident Response Teams. The organization has multiple incident response teams, each responsible for a particular logical or physica"
small_recursive,doc_00056_chunk_007,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,493,73,"However, the teams should be part of a single coordinated entity so that the incident response process is consistent across the organization and information is shared among teams. This is particularly"
small_recursive,doc_00056_chunk_008,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,96,19,teams. This model can be thought of as a CSIRT for CSIRTs. Because the focus of this document is
small_recursive,doc_00056_chunk_009,doc_00056,nist.sp.800-61r2.pdf,pdf,22.0,108,4,14 http://www.whitehouse.gov/omb/memoranda/fy2007/m07-16.pdf 15 http://www.ncsl.org/default.aspx?tabid=13489
small_recursive,doc_00057_chunk_000,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,452,64,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 14 central and distributed CSIRTs, the coordinating team model is not addressed in detail in this document.16 Incident response teams can also use any of thre"
small_recursive,doc_00057_chunk_001,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,438,63,"Section 2.4.2 discusses the major factors that should be considered with outsourcing. Although incident response duties can be divided among the organization and one or more outsourcers in many ways, "
small_recursive,doc_00057_chunk_002,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,466,63,offsite managed security services provider (MSSP). The MSSP identifies and analyzes suspicious activity and reports each detected incident to the organization’s incident response team. – Some organiza
small_recursive,doc_00057_chunk_003,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,460,66,"an onsite contractor. This model is most likely to be used when the organization needs a full-time, onsite incident response team but does not have enough available, qualified employees. It is assumed"
small_recursive,doc_00057_chunk_004,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,449,71,should consider the following factors:  The Need for 24/7 Availability. Most organizations need incident response staff to be available 24/7. This typically means that incident handlers can be contac
small_recursive,doc_00057_chunk_005,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,474,72,"when working with other organizations—for example, tracing an attack back to its source.  Full-Time Versus Part-Time Team Members. Organizations with limited funding, staffing, or incident response n"
small_recursive,doc_00057_chunk_006,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,499,85,those who can assist do so. An existing group such as the IT help desk can act as a first POC for incident reporting. The help desk members can be trained to perform the initial investigation and data
small_recursive,doc_00057_chunk_007,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,204,25,"overly stressed. Many organizations will also struggle to find willing, available, experienced, and properly skilled people to participate, particularly in 24-hour support. Segregating roles, particul"
small_recursive,doc_00057_chunk_008,doc_00057,nist.sp.800-61r2.pdf,pdf,23.0,271,33,"16 Information about the Coordinating team model, as well as extensive information on other team models, is available in a CERT®/CC document titled Organizational Models for Computer Security Incident"
small_recursive,doc_00058_chunk_000,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,478,74,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 15 reducing the amount of administrative work that team members are responsible for performing, can be a significant boost to morale.  Cost. Cost is a major "
small_recursive,doc_00058_chunk_001,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,473,72,"members need much broader knowledge than most IT staff members. They must also understand how to use the tools of incident response, such as digital forensics software. Other costs that may be overloo"
small_recursive,doc_00058_chunk_002,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,471,65,"organization’s risks. Outsourcers may possess deeper knowledge of intrusion detection, forensics, vulnerabilities, exploits, and other aspects of security than employees of the organization. Also, MSS"
small_recursive,doc_00058_chunk_003,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,408,55,"outsourcer would, which can be beneficial in identifying false positives associated with organization- specific behavior and the criticality of targets. Section 2.4.3 contains additional information o"
small_recursive,doc_00058_chunk_004,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,409,61,"(breadth and depth) of the outsourcer’s work, but also efforts to ensure the quality of future work— for example, minimizing turnover and burnout and providing a solid training program for new employe"
small_recursive,doc_00058_chunk_005,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,495,69,"make operational decisions for the environment (e.g., disconnecting a web server). It is important to document the appropriate actions for these decision points. For example, one partially outsourced "
small_recursive,doc_00058_chunk_006,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,480,70,"needed.  Sensitive Information Revealed to the Contractor. Dividing incident response responsibilities and restricting access to sensitive information can limit this. For example, a contractor may de"
small_recursive,doc_00058_chunk_007,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,472,64,one possible option for protecting the disclosure of sensitive information.  Lack of Organization-Specific Knowledge. Accurate analysis and prioritization of incidents are dependent on specific knowl
small_recursive,doc_00058_chunk_008,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,483,74,"The organization should also report all changes and updates made to its IT infrastructure, network configuration, and systems. Otherwise, the contractor has to make a best guess as to how each inciden"
small_recursive,doc_00058_chunk_009,doc_00058,nist.sp.800-61r2.pdf,pdf,24.0,26,3,the necessary information.
small_recursive,doc_00059_chunk_000,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,455,69,COMPUTER SECURITY INCIDENT HANDLING GUIDE 16  Lack of Correlation. Correlation among multiple data sources is very important. If the intrusion detection system records an attempted attack against a w
small_recursive,doc_00059_chunk_001,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,473,68,"over a secure channel. This will increase administration costs, introduce additional access entry points, and increase the risk of unauthorized disclosure of sensitive information.  Handling Incident"
small_recursive,doc_00059_chunk_002,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,437,63,much this will cost. Consider onsite visits; perhaps there are certain facilities or areas where the outsourcer should not be permitted to work.  Maintaining Incident Response Skills In-House. Organi
small_recursive,doc_00059_chunk_003,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,414,58,"incident handling. The organization’s technical staff must also be able to understand the significance, technical implications, and impact of the outsourcer’s recommendations. 2.4.3 Incident Response "
small_recursive,doc_00059_chunk_004,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,413,64,"generally have a team manager and one or more deputies who assumes authority in the absence of the team manager. The managers typically perform a variety of tasks, including acting as a liaison with u"
small_recursive,doc_00059_chunk_005,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,403,58,"communication skills, particularly an ability to communicate to a range of audiences. Managers are ultimately responsible for ensuring that incident response activities are performed properly. In addi"
small_recursive,doc_00059_chunk_006,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,412,68,quality of the team’s technical work. The position of technical lead should not be confused with the position of incident lead. Larger teams often assign an incident lead as the primary POC for handli
small_recursive,doc_00059_chunk_007,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,402,54,"perform any actual incident handling, but rather coordinate the handlers’ activities, gather information from the handlers, provide incident updates to other groups, and ensure that the team’s needs a"
small_recursive,doc_00059_chunk_008,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,415,65,"team member should have good problem solving skills and critical thinking abilities. It is not necessary for every team member to be a technical expert—to a large degree, practical and funding conside"
small_recursive,doc_00059_chunk_009,doc_00059,nist.sp.800-61r2.pdf,pdf,25.0,398,58,"some team members specialize in particular technical areas, such as network intrusion detection, malware analysis, or forensics. It is also often helpful to temporarily bring in technical specialists "
small_recursive,doc_00060_chunk_000,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,441,61,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 17  Budget enough funding to maintain, enhance, and expand proficiency in technical areas and security disciplines, as well as less technical topics such as "
small_recursive,doc_00060_chunk_001,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,404,56,"understanding, and occasionally bringing in outside experts (e.g., contractors) with deep technical knowledge in needed areas as funding permits.  Give team members opportunities to perform other tas"
small_recursive,doc_00060_chunk_002,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,449,67,"exchanges in which team members temporarily trade places with others (e.g., network administrators) to gain new technical skills.  Maintain sufficient staffing so that team members can have uninterru"
small_recursive,doc_00060_chunk_003,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,413,60,them. Appendix A contains a set of scenarios and a list of questions to be used during scenario discussions. Incident response team members should have other skills in addition to technical expertise.
small_recursive,doc_00060_chunk_004,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,407,65,"important because the team will interact with a wide variety of people, and writing skills are important when team members are preparing advisories and procedures. Although not everyone within a team "
small_recursive,doc_00060_chunk_005,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,415,58,2.4.4 Dependencies within Organizations It is important to identify other groups within the organization that may need to participate in incident handling so that their cooperation can be solicited be
small_recursive,doc_00060_chunk_006,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,445,56,"management is held responsible for coordinating incident response among various stakeholders, minimizing damage, and reporting to Congress, OMB, the General Accounting Office (GAO), and other parties."
small_recursive,doc_00060_chunk_007,doc_00060,nist.sp.800-61r2.pdf,pdf,26.0,400,62,"security controls (e.g., firewall rulesets).  IT Support. IT technical experts (e.g., system and network administrators) not only have the needed skills to assist but also usually have the best under"
small_recursive,doc_00061_chunk_000,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,457,69,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 18  Legal Department. Legal experts should review incident response plans, policies, and procedures to ensure their compliance with law and Federal guidance,"
small_recursive,doc_00061_chunk_001,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,491,77,"lawsuit, or if there may be a need for a memorandum of understanding (MOU) or other binding agreements involving liability limitations for information sharing.  Public Affairs and Media Relations. De"
small_recursive,doc_00061_chunk_002,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,486,63, Business Continuity Planning. Organizations should ensure that incident response policies and procedures and business continuity processes are in sync. Computer security incidents undermine the busi
small_recursive,doc_00061_chunk_003,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,485,66,"extensive expertise in minimizing operational disruption during severe circumstances, they may be valuable in planning responses to certain situations, such as denial of service (DoS) conditions.  Ph"
small_recursive,doc_00061_chunk_004,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,491,76,"compromised workstation from a locked office. 2.5 Incident Response Team Services The main focus of an incident response team is performing incident response, but it is fairly rare for a team to perfo"
small_recursive,doc_00061_chunk_005,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,484,67,"more quickly and accurately, based on the knowledge it gains of intrusion detection technologies.  Advisory Distribution. A team may issue advisories within the organization regarding new vulnerabili"
small_recursive,doc_00061_chunk_006,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,404,56,"new threats are emerging, such as a high-profile social or political event (e.g., celebrity wedding) that attackers are likely to leverage in their social engineering. Only one group within the organi"
small_recursive,doc_00061_chunk_007,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,102,15,"and technical staff know about detecting, reporting, and responding to incidents, the less drain there"
small_recursive,doc_00061_chunk_008,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,449,66,"17 See NIST SP 800-94, Guide to Intrusion Detection and Prevention Systems (IDPS) for more information on IDPS technologies. It is available at http://csrc.nist.gov/publications/PubsSPs.html#800-94. 1"
small_recursive,doc_00061_chunk_009,doc_00061,nist.sp.800-61r2.pdf,pdf,27.0,232,34,"liability in regard to the accuracy of the advisory. This is most pertinent when advisories may be sent to contractors, vendors, and other nonemployees who are users of the organization’s computing re"
small_recursive,doc_00062_chunk_000,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,418,57,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 19 should be on the incident response team. This information can be communicated through many means: workshops, websites, newsletters, posters, and even stick"
small_recursive,doc_00062_chunk_001,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,408,52,"organization’s incident information sharing efforts, such as aggregating information related to incidents and effectively sharing that information with other organizations, as well as ensuring that pe"
small_recursive,doc_00062_chunk_002,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,474,63,capability are summarized below.  Establish a formal incident response capability. Organizations should be prepared to respond quickly and effectively when computer security defenses are breached. FI
small_recursive,doc_00062_chunk_003,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,432,62,"structure for incident response, defines roles and responsibilities, and lists the requirements for reporting incidents, among other items.  Develop an incident response plan based on the incident re"
small_recursive,doc_00062_chunk_004,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,437,64,measuring the program. The incident response plan should also indicate how often incident handlers should be trained and the requirements for incident handlers.  Develop incident response procedures.
small_recursive,doc_00062_chunk_005,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,476,60," Establish policies and procedures regarding incident-related information sharing. The organization should communicate appropriate incident details with outside parties, such as the media, law enforc"
small_recursive,doc_00062_chunk_006,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,460,65,existing organization policy on interacting with the media and other outside parties.  Provide pertinent information on incidents to the appropriate organization. Federal civilian agencies are requir
small_recursive,doc_00062_chunk_007,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,474,71, Consider the relevant factors when selecting an incident response team model. Organizations should carefully weigh the advantages and disadvantages of each possible team structure model and staffing
small_recursive,doc_00062_chunk_008,doc_00062,nist.sp.800-61r2.pdf,pdf,28.0,189,21,"its members. Critical technical skills include system administration, network administration, programming, technical support, and intrusion detection. Teamwork and communications skills are"
small_recursive,doc_00063_chunk_000,doc_00063,nist.sp.800-61r2.pdf,pdf,29.0,448,62,COMPUTER SECURITY INCIDENT HANDLING GUIDE 20 also needed for effective incident handling. Necessary training should be provided to all team members.  Identify other groups within the organization tha
small_recursive,doc_00063_chunk_001,doc_00063,nist.sp.800-61r2.pdf,pdf,29.0,272,37," Determine which services the team should offer. Although the main focus of the team is incident response, most teams perform additional functions. Examples include monitoring intrusion detection sen"
small_recursive,doc_00064_chunk_000,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,484,71,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 21 3. Handling an Incident The incident response process has several phases. The initial phase involves establishing and training an incident response team, a"
small_recursive,doc_00064_chunk_001,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,423,64,"after controls are implemented. Detection of security breaches is thus necessary to alert the organization whenever incidents occur. In keeping with the severity of the incident, the organization can "
small_recursive,doc_00064_chunk_002,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,476,66,"while eradicating a malware incident. After the incident is adequately handled, the organization issues a report that details the cause and cost of the incident and the steps the organization should t"
small_recursive,doc_00064_chunk_003,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,420,55,Figure 3-1 illustrates the incident response life cycle. Figure 3-1. Incident Response Life Cycle 3.1 Preparation Incident response methodologies typically emphasize preparation—not only establishing 
small_recursive,doc_00064_chunk_004,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,476,73,"response team is not typically responsible for incident prevention, it is fundamental to the success of incident response programs. This section provides basic advice on preparing to handle incidents "
small_recursive,doc_00064_chunk_005,doc_00064,nist.sp.800-61r2.pdf,pdf,30.0,103,14,"organization’s incident handlers need. For example, smartphones are one way to have resilient emergency"
small_recursive,doc_00065_chunk_000,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,468,62,COMPUTER SECURITY INCIDENT HANDLING GUIDE 22 communication and coordination mechanisms. An organization should have multiple (separate and different) communication and coordination mechanisms in case 
small_recursive,doc_00065_chunk_001,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,471,64,"include phone numbers, email addresses, public encryption keys (in accordance with the encryption software described below), and instructions for verifying the contact’s identity  On-call information"
small_recursive,doc_00065_chunk_002,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,418,59,"should permit people to report incidents anonymously  Issue tracking system for tracking incident information, status, etc.  Smartphones to be carried by team members for off-hour support and onsite"
small_recursive,doc_00065_chunk_003,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,459,69,"algorithm20  War room for central communication and coordination; if a permanent war room is not necessary or practical, the team should create a procedure for procuring a temporary war room when nee"
small_recursive,doc_00065_chunk_004,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,493,75,"save other relevant incident data  Laptops for activities such as analyzing data, sniffing packets, and writing reports  Spare workstations, servers, and networking equipment, or the virtualized equ"
small_recursive,doc_00065_chunk_005,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,448,66, Packet sniffers and protocol analyzers to capture and analyze network traffic  Digital forensic software to analyze disk images  Removable media with trusted versions of programs to be used to gat
small_recursive,doc_00065_chunk_006,doc_00065,nist.sp.800-61r2.pdf,pdf,31.0,336,43,"20 FIPS 140-2, Security Requirements for Cryptographic Modules, http://csrc.nist.gov/publications/PubsFIPS.html. 21 A digital forensic workstation is specially designed to assist incident handlers in "
small_recursive,doc_00066_chunk_000,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,486,67,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 23 Incident Analysis Resources:  Port lists, including commonly used ports and Trojan horse ports  Documentation for OSs, applications, protocols, and intru"
small_recursive,doc_00066_chunk_001,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,443,74,"Incident Mitigation Software:  Access to images of clean OS and application installations for restoration and recovery purposes Many incident response teams create a jump kit, which is a portable cas"
small_recursive,doc_00066_chunk_002,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,428,64,"laptop, loaded with appropriate software (e.g., packet sniffers, digital forensics). Other important materials include backup devices, blank media, and basic networking equipment and cables. Because t"
small_recursive,doc_00066_chunk_003,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,417,67,"the one from the jump kit, should be used to perform packet sniffing, malware analysis, and all other actions that risk contaminating the laptop that performs them. This laptop should be scrubbed and "
small_recursive,doc_00066_chunk_004,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,491,69,"possible the incident handlers should be allowed to specify basic technical requirements for these special- purpose investigative laptops. In addition to an investigative laptop, each incident handler"
small_recursive,doc_00066_chunk_005,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,442,66,see NIST SP 800-84 for more information on exercises23 and Appendix A for sample exercise scenarios. 3.1.2 Preventing Incidents Keeping the number of incidents reasonably low is very important to prot
small_recursive,doc_00066_chunk_006,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,420,61,"negative business impact (e.g., more extensive damage, longer periods of service and data unavailability). It is outside the scope of this document to provide specific advice on securing networks, sys"
small_recursive,doc_00066_chunk_007,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,202,33,that the organization is otherwise not aware of; the team can play a key role in risk assessment and training by identifying gaps. Other documents already provide advice on general security concepts a
small_recursive,doc_00066_chunk_008,doc_00066,nist.sp.800-61r2.pdf,pdf,32.0,365,44,"22 The National Software Reference Library (NSRL) Project maintains records of hashes of various files, including operating system, application, and graphic image files. The hashes can be downloaded f"
small_recursive,doc_00067_chunk_000,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,447,59,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 24 operating system and application-specific guidelines.24 The following text, however, provides a brief overview of some of the main recommended practices fo"
small_recursive,doc_00067_chunk_001,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,492,66,"applicable threats, including organization-specific threats. Each risk should be prioritized, and the risks can be mitigated, transferred, or accepted until a reasonable overall level of risk is reach"
small_recursive,doc_00067_chunk_002,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,488,63,"to keeping each host properly patched, hosts should be configured to follow the principle of least privilege—granting users only the privileges necessary for performing their authorized tasks. Hosts s"
small_recursive,doc_00067_chunk_003,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,415,59,checklists to assist in securing hosts consistently and effectively.29  Network Security. The network perimeter should be configured to deny all activity that is not expressly permitted. This include
small_recursive,doc_00067_chunk_004,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,460,63,"organization. Malware protection should be deployed at the host level (e.g., server and workstation operating systems), the application server level (e.g., email server, web proxies), and the applicat"
small_recursive,doc_00067_chunk_005,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,347,51,incidents should also be shared with users so they can see how their actions could affect the organization. Improving user awareness regarding incidents should reduce the frequency of incidents. IT st
small_recursive,doc_00067_chunk_006,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,491,57,"24 http://csrc.nist.gov/publications/PubsSPs.html provides links to the NIST Special Publications on computer security, which include documents on operating system and application security baselines. "
small_recursive,doc_00067_chunk_007,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,425,48,"Information and Information Systems, at http://csrc.nist.gov/publications/PubsFIPS.html. 27 For more information on continuous monitoring, see NIST SP 800-137, Information Security Continuous Monitori"
small_recursive,doc_00067_chunk_008,doc_00067,nist.sp.800-61r2.pdf,pdf,33.0,366,36,Content Automation Protocol (SCAP) Version 1.2 (http://csrc.nist.gov/publications/PubsSPs.html#800-117). 29 NIST hosts a security checklists repository at http://checklists.nist.gov/. 30 More informat
small_recursive,doc_00068_chunk_000,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,71,10,COMPUTER SECURITY INCIDENT HANDLING GUIDE 25 3.2 Detection and Analysis
small_recursive,doc_00068_chunk_001,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,399,58,"Figure 3-2. Incident Response Life Cycle (Detection and Analysis) 3.2.1 Attack Vectors Incidents can occur in countless ways, so it is infeasible to develop step-by-step instructions for handling ever"
small_recursive,doc_00068_chunk_002,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,436,64,"different response strategies. The attack vectors listed below are not intended to provide definitive classification for incidents; rather, they simply list common methods of attack, which can be used"
small_recursive,doc_00068_chunk_003,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,401,61," Attrition: An attack that employs brute force methods to compromise, degrade, or destroy systems, networks, or services (e.g., a DDoS intended to impair or deny access to a service or application; a"
small_recursive,doc_00068_chunk_004,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,410,65,scripting attack used to steal credentials or a redirect to a site that exploits a browser vulnerability and installs malware.  Email: An attack executed via an email message or attachment—for exampl
small_recursive,doc_00068_chunk_005,doc_00068,nist.sp.800-61r2.pdf,pdf,34.0,432,65,"for example, spoofing, man in the middle attacks, rogue wireless access points, and SQL injection attacks all involve impersonation.  Improper Usage: Any incident resulting from violation of an organ"
small_recursive,doc_00069_chunk_000,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,487,82,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 26  Loss or Theft of Equipment: The loss or theft of a computing device or media used by the organization, such as a laptop, smartphone, or authentication to"
small_recursive,doc_00069_chunk_001,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,473,70,"in separate publications addressing other incident handling topics, such as NIST SP 800-83 on malware incident prevention and handling. 3.2.2 Signs of an Incident For many organizations, the most chal"
small_recursive,doc_00069_chunk_002,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,415,60," Incidents may be detected through many different means, with varying levels of detail and fidelity. Automated detection capabilities include network-based and host-based IDPSs, antivirus software, a"
small_recursive,doc_00069_chunk_003,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,421,62,"impossible to detect.  The volume of potential signs of incidents is typically high—for example, it is not uncommon for an organization to receive thousands or even millions of intrusion detection se"
small_recursive,doc_00069_chunk_004,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,479,78,efficient analysis of incident-related data. Signs of an incident fall into one of two categories: precursors and indicators. A precursor is a sign that an incident may occur in the future. An indicat
small_recursive,doc_00069_chunk_005,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,410,68,"security posture to save a target from attack. At a minimum, the organization could monitor activity involving the target more closely. Examples of precursors are:  Web server log entries that show t"
small_recursive,doc_00069_chunk_006,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,436,71," A threat from a group stating that the group will attack the organization. While precursors are relatively rare, indicators are all too common. Too many types of indicators exist to exhaustively lis"
small_recursive,doc_00069_chunk_007,doc_00069,nist.sp.800-61r2.pdf,pdf,35.0,127,21, A system administrator sees a filename with unusual characters.  A host records an auditing configuration change in its log.
small_recursive,doc_00070_chunk_000,doc_00070,nist.sp.800-61r2.pdf,pdf,36.0,451,66,COMPUTER SECURITY INCIDENT HANDLING GUIDE 27  An application logs multiple failed login attempts from an unfamiliar remote system.  An email administrator sees a large number of bounced emails with 
small_recursive,doc_00070_chunk_001,doc_00070,nist.sp.800-61r2.pdf,pdf,36.0,436,63,"computer security software alerts, logs, publicly available information, and people. Table 3-2 lists common sources of precursors and indicators for each category. Table 3-1. Common Sources of Precurs"
small_recursive,doc_00070_chunk_002,doc_00070,nist.sp.800-61r2.pdf,pdf,36.0,495,75,"addresses, and the username (if applicable and known). Most IDPS products use attack signatures to identify malicious activity; the signatures must be kept up to date so that the newest attacks can be"
small_recursive,doc_00070_chunk_003,doc_00070,nist.sp.800-61r2.pdf,pdf,36.0,425,61,"getting related data from other sources.31 SIEMs Security Information and Event Management (SIEM) products are similar to IDPS products, but they generate alerts based on analysis of log data (see bel"
small_recursive,doc_00070_chunk_004,doc_00070,nist.sp.800-61r2.pdf,pdf,36.0,402,60,"malware if their signatures are kept up to date. Antispam software is used to detect spam and prevent it from reaching users’ mailboxes. Spam may contain malware, phishing attacks, and other malicious"
